year,month,Jan_90,Feb_90,Mar_90,Apr_90,May_90,Jun_90,Jul_90,Aug_90,Sep_90,Oct_90,Nov_90,Dec_90,Jan_91,Feb_91,Mar_91,Apr_91,May_91,Jun_91,Jul_91,Aug_91,Sep_91,Oct_91,Nov_91,Dec_91,Jan_92,Feb_92,Mar_92,Apr_92,May_92,Jun_92,Jul_92,Aug_92,Sep_92,Oct_92,Nov_92,Dec_92,Jan_93,Feb_93,Mar_93,Apr_93,May_93,Jun_93,Jul_93,Aug_93,Sep_93,Oct_93,Nov_93,Dec_93,Jan_94,Feb_94,Mar_94,Apr_94,May_94,Jun_94,Jul_94,Aug_94,Sep_94,Oct_94,Nov_94,Dec_94,Jan_95,Feb_95,Mar_95,Apr_95,May_95,Jun_95,Jul_95,Aug_95,Sep_95,Oct_95,Nov_95,Dec_95,Jan_96,Feb_96,Mar_96,Apr_96,May_96,Jun_96,Jul_96,Aug_96,Sep_96,Oct_96,Nov_96,Dec_96,Jan_97,Feb_97,Mar_97,Apr_97,May_97,Jun_97,Jul_97,Aug_97,Sep_97,Oct_97,Nov_97,Dec_97,Jan_98,Feb_98,Mar_98,Apr_98,May_98,Jun_98,Jul_98,Aug_98,Sep_98,Oct_98,Nov_98,Dec_98,Jan_99,Feb_99,Mar_99,Apr_99,May_99,Jun_99,Jul_99,Aug_99,Sep_99,Oct_99,Nov_99,Dec_99,Jan_00,Feb_00,Mar_00,Apr_00,May_00,Jun_00,Jul_00,Aug_00,Sep_00,Oct_00,Nov_00,Dec_00,Jan_01,Feb_01,Mar_01,Apr_01,May_01,Jun_01,Jul_01,Aug_01,Sep_01,Oct_01,Nov_01,Dec_01,Jan_02,Feb_02,Mar_02,Apr_02,May_02,Jun_02,Jul_02,Aug_02,Sep_02,Oct_02,Nov_02,Dec_02,Jan_03,Feb_03,Mar_03,Apr_03,May_03,Jun_03,Jul_03,Aug_03,Sep_03,Oct_03,Nov_03,Dec_03,Jan_04,Feb_04,Mar_04,Apr_04,May_04,Jun_04,Jul_04,Aug_04,Sep_04,Oct_04,Nov_04,Dec_04,Jan_05,Feb_05,Mar_05,Apr_05,May_05,Jun_05,Jul_05,Aug_05,Sep_05,Oct_05,Nov_05,Dec_05,Jan_06,Feb_06,Mar_06,Apr_06,May_06,Jun_06,Jul_06,Aug_06,Sep_06,Oct_06,Nov_06,Dec_06,Jan_07,Feb_07,Mar_07,Apr_07,May_07,Jun_07,Jul_07,Aug_07,Sep_07,Oct_07,Nov_07,Dec_07,Jan_08,Feb_08,Mar_08,Apr_08,May_08,Jun_08,Jul_08,Aug_08,Sep_08,Oct_08,Nov_08,Dec_08,Jan_09,Feb_09,Mar_09,Apr_09,May_09,Jun_09,Jul_09,Aug_09,Sep_09,Oct_09,Nov_09,Dec_09,Jan_10,Feb_10,Mar_10,Apr_10,May_10,Jun_10,Jul_10,Aug_10,Sep_10,Oct_10,Nov_10,Dec_10,Jan_11,Feb_11,Mar_11,Apr_11,May_11,Jun_11,Jul_11,Aug_11,Sep_11,Oct_11,Nov_11,Dec_11,Jan_12,Feb_12,Mar_12,Apr_12,May_12,Jun_12,Jul_12,Aug_12,Sep_12,Oct_12,Nov_12,Dec_12,Jan_13,Feb_13,Mar_13,Apr_13,May_13,Jun_13,Jul_13,Aug_13,Sep_13,Oct_13,Nov_13,Dec_13,Jan_14,Feb_14,Mar_14,Apr_14,May_14,Jun_14,Jul_14,Aug_14,Sep_14,Oct_14,Nov_14,Dec_14,Jan_15,Feb_15,Mar_15,Apr_15,May_15,Jun_15,Jul_15,Aug_15,Sep_15,Oct_15,Nov_15,Dec_15,Jan_16,Feb_16,Mar_16,Apr_16,May_16,Jun_16,Jul_16,Aug_16,Sep_16,Oct_16,Nov_16,Dec_16,Jan_17,Feb_17,Mar_17,Apr_17,May_17,Jun_17,Jul_17,Aug_17,Sep_17,Oct_17,Nov_17,Dec_17,Jan_18,Feb_18,Mar_18,Apr_18,May_18,Jun_18,Jul_18,Aug_18,Sep_18,Oct_18,Nov_18,Dec_18,Jan_19,Feb_19,Mar_19,Apr_19,May_19,Jun_19,Jul_19,Aug_19,Sep_19,Oct_19,Nov_19,Dec_19,Jan_20,Feb_20,Mar_20,Apr_20,May_20,Jun_20,Jul_20,Aug_20,Sep_20,Oct_20,Nov_20,Dec_20,Jan_21,Feb_21,Mar_21,Apr_21,May_21,Jun_21,Jul_21,Aug_21,Sep_21,Oct_21,Nov_21,Dec_21,Jan_22,Feb_22,Mar_22,Apr_22,May_22,Jun_22,Jul_22,Aug_22,Sep_22,Oct_22,Nov_22,Dec_22,Jan_23,Feb_23,Mar_23,Apr_23,May_23,Jun_23,Jul_23,Aug_23,Sep_23,Oct_23,Nov_23,Dec_23,Jan_24,Feb_24,Mar_24,Apr_24,May_24,Jun_24,Jul_24,Aug_24,Sep_24,Oct_24,Nov_24,Dec_24,Jan_25
2003,5,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.2,1731.5,1729.4,1729.3,1729.4,1724.4,1725.2,1726.1,1725.8,1726.2,1728.4,1728.4,1727.7,1737.5,1745.1,1746.7,1751.3,1759.3,1759.8,1761.6,1760.3,1758.4,1763.7,1761.6,1755.7,1746.1,1736.1,1720,1702,1684.8,1669.9,1653.1,1637.3,1619.8,1602.9,1588.9,1572.5,1568.8,1561.4,1558.7,1556.7,1553.6,1549.2,1542.3,1537.8,1532,1523.7,1516,1508,1497.5,1495.3,1488.8,1482.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,6,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.2,1731.5,1729.4,1729.3,1729.4,1724.4,1725.2,1726.1,1725.8,1726.2,1728.4,1728.4,1727.7,1737.5,1745.1,1746.7,1751.3,1759.3,1759.8,1761.6,1760.3,1758.4,1763.7,1761.6,1755.7,1746.1,1736.1,1720,1702,1684.8,1669.9,1653.1,1637.3,1619.8,1602.9,1588.9,1572.5,1568.8,1561.4,1558.7,1556.7,1553.6,1549.2,1542.3,1537.8,1532,1523.7,1516,1508,1497.5,1495.3,1489.4,1482.1,1475.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,7,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.2,1731.5,1729.4,1729.3,1729.4,1724.4,1725.2,1726.1,1725.8,1726.2,1728.4,1728.4,1727.7,1737.5,1745.1,1746.7,1751.3,1759.3,1759.8,1761.6,1760.3,1758.4,1763.7,1761.6,1755.7,1746.1,1736.1,1720,1702,1684.8,1669.9,1653.1,1637.3,1619.8,1602.9,1588.9,1572.5,1568.8,1561.4,1558.7,1556.7,1553.6,1549.2,1542.3,1537.8,1532,1523.7,1516,1508,1497.5,1495.3,1489.4,1482.3,1475.5,1467.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.2,1731.5,1729.4,1729.3,1729.4,1724.4,1725.2,1726.1,1725.8,1726.2,1728.4,1728.4,1727.7,1737.5,1745.1,1746.7,1751.3,1759.3,1759.8,1761.6,1760.3,1758.4,1763.7,1761.6,1755.7,1746.1,1736.1,1720,1702,1684.8,1669.9,1653.1,1637.3,1619.8,1602.9,1588.9,1572.5,1568.8,1561.4,1558.7,1556.7,1553.6,1549.2,1542.3,1537.8,1532,1523.7,1516,1508,1497.5,1495.3,1489.4,1482.3,1476.4,1470.5,1468.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.2,1731.5,1729.4,1729.3,1729.4,1724.4,1725.2,1726.1,1725.8,1726.2,1728.4,1728.4,1727.7,1737.5,1745.1,1746.7,1751.3,1759.3,1759.8,1761.6,1760.3,1758.4,1763.7,1761.6,1755.7,1746.1,1736.1,1720,1702,1684.8,1669.9,1653.1,1637.3,1619.8,1602.9,1588.9,1572.5,1568.8,1561.4,1558.7,1556.7,1553.6,1549.2,1542.3,1537.8,1532,1523.7,1516,1508,1497.5,1495.3,1489.4,1482.3,1476.4,1470.7,1468.7,1465.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.2,1731.5,1729.4,1729.3,1729.4,1724.4,1725.2,1726.1,1725.8,1726.2,1728.4,1728.4,1727.7,1737.5,1745.1,1746.7,1751.3,1759.3,1759.8,1761.6,1760.3,1758.4,1763.7,1761.6,1755.7,1746.1,1736.1,1720,1702,1684.8,1669.9,1653.1,1637.3,1619.8,1602.9,1588.9,1572.5,1568.8,1561.4,1558.7,1556.7,1553.6,1549.2,1542.3,1537.8,1532,1523.7,1516,1508,1497.5,1495.3,1489.4,1482.3,1476.4,1470.7,1469.2,1464.4,1466.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,11,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.2,1731.5,1729.4,1729.3,1729.4,1724.4,1725.2,1726.1,1725.8,1726.2,1728.4,1728.4,1727.7,1737.5,1745.1,1746.7,1751.3,1759.3,1759.8,1761.6,1760.3,1758.4,1763.7,1761.6,1755.7,1746.1,1736.1,1720,1702,1684.8,1669.9,1653.1,1637.3,1619.8,1602.9,1588.9,1572.5,1568.8,1561.4,1558.7,1556.7,1553.6,1549.2,1542.3,1537.8,1532,1523.7,1516,1508,1497.5,1495.3,1489.4,1482.3,1476.4,1470.7,1469.2,1465.8,1467.4,1468.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.2,1731.5,1729.4,1729.3,1729.4,1724.4,1725.2,1726.1,1725.8,1726.2,1728.4,1728.4,1727.7,1737.5,1745.1,1746.7,1751.3,1759.3,1759.8,1761.6,1760.3,1758.4,1763.7,1761.6,1755.7,1746.1,1736.1,1720,1702,1684.8,1669.9,1653.1,1637.3,1619.8,1602.9,1588.9,1572.5,1568.8,1561.4,1558.7,1556.7,1553.6,1549.2,1542.3,1537.8,1532,1523.7,1516,1508,1497.5,1495.3,1489.4,1482.3,1476.4,1470.7,1469.2,1465.8,1468.6,1470.4,1471.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.3,1731.9,1728.7,1729.6,1729.2,1723.5,1725.4,1725.8,1725.3,1726.4,1728.2,1728.2,1729.2,1737.8,1744,1746.3,1750.6,1758.7,1763.6,1761.3,1760.1,1758.9,1764.2,1761.7,1757.2,1744.8,1734.4,1719.1,1701.1,1684.1,1674.6,1653.9,1638.4,1620.6,1603,1588.8,1573.3,1567.2,1559.1,1557.2,1555.8,1553.9,1554.7,1544,1540.7,1534.1,1525,1517.3,1508.9,1498.4,1494.5,1487.6,1480.6,1474.4,1468.4,1465.6,1461.1,1461.3,1468.1,1472.4,1475.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,1620.3,1623.8,1622.7,1622.8,1619.7,1615.7,1613,1606.6,1600.4,1598.8,1592.3,1585.6,1584,1567.8,1560.5,1552.3,1544.8,1539.5,1533.4,1530.1,1526.5,1524.9,1521.5,1513.4,1506.8,1499.8,1494.3,1497.2,1498.8,1497.2,1495,1496.2,1496.4,1495.7,1494.4,1495.8,1498.3,1503.3,1504.5,1505.2,1504.6,1503.9,1506.8,1508.2,1513.6,1517.5,1522.4,1526.8,1532.5,1536,1542.6,1548.7,1554.4,1564.2,1572.3,1576.1,1578.7,1586.8,1594.4,1601.2,1607.5,1615.2,1618.8,1623.9,1625,1623.8,1624.4,1626.6,1626.9,1629.3,1631.7,1633.4,1636.6,1636.9,1636.7,1636.9,1639.6,1644.6,1647.7,1651.6,1654.2,1659.8,1662.2,1664.6,1666.4,1670.7,1676.1,1681.8,1687.6,1692.1,1693.5,1703.5,1709.4,1715.2,1722.4,1729.1,1733.9,1738.8,1742.4,1743.6,1745.2,1745,1733.4,1741.9,1741,1738.5,1733.8,1733.3,1733.3,1731.9,1728.7,1729.6,1729.2,1723.5,1725.4,1725.8,1725.3,1726.4,1728.2,1728.2,1729.2,1737.8,1744,1746.3,1750.6,1758.7,1763.6,1761.3,1760.1,1758.9,1764.2,1761.7,1757.2,1744.8,1734.4,1719.1,1701.1,1684.1,1674.6,1653.9,1638.4,1620.6,1603,1588.8,1573.3,1567.2,1559.1,1557.2,1555.8,1553.9,1554.7,1544,1540.7,1534.1,1525,1517.3,1508.9,1498.4,1494.5,1487.6,1480.6,1474.4,1468.4,1465.6,1461.1,1461.3,1468.1,1471.2,1473.7,1477.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
